Date,lstmkospi,grukospi,lstmsemi,grusemi,lstmlog,grulog,arimakospi,arimasemi,arimalog,fbkospi,fblog,fbsemi,nukospi,nulog,nusemi,kospivol,semivol,logvol,P_lstmkospi,P_grukospi,P_lstmsemi,P_grusemi,P_lstmlog,P_grulog,P_arimakospi,P_arimasemi,P_arimalog,P_fbkospi,P_fblog,P_fbsemi,P_nukospi,P_nulog,P_nusemi
2021-07-27,32026,32026,37900,37900,7036,7036,32026,37900,7036,32026,7036,37900,32026,7036,37900,525851,118073,186312,,,,,,,,,,,,,,,
2021-07-28,32075,32075,37304,37304,7006,7006,32075,37304,7006,32075,7006,37304,32075,7006,37304,18172,281855,27492,,,,,,,,,,,,,,,
2021-07-29,32041,32041,37299,37299,6961,6961,32041,37299,6961,32041,6961,37299,32041,6961,37299,91569,142006,99950,,,,,,,,,,,,,,,
2021-07-30,31637,31637,36848,36848,6826,6826,31637,36848,6826,31637,6826,36848,31637,6826,36848,128507,223464,47789,,,,,,,,,,,,,,,
2021-08-02,31849,31849,37642,37642,6747,6747,31849,37642,6747,31849,6747,37642,31849,6747,37642,184990,275396,128923,,,,,,,,,,,,,,,
2021-08-03,32075,32075,38361,38361,6657,6657,32075,38361,6657,32075,6657,38361,32075,6657,38361,106289,296271,109657,,,,,,,,,,,,,,,
2021-08-04,32504,32504,38460,38460,6881,6881,32504,38460,6881,32504,6881,38460,32504,6881,38460,94460,240759,157606,,,,,,,,,,,,,,,
2021-08-05,32376,32376,38698,38698,6871,6871,32376,38698,6871,32376,6871,38698,32376,6871,38698,55815,201265,57773,,,,,,,,,,,,,,,
2021-08-06,32326,32326,38545,38545,6876,6876,32326,38545,6876,32326,6876,38545,32326,6876,38545,41744,90050,77733,,,,,,,,,,,,,,,
2021-08-09,32218,32218,38748,38748,6807,6807,32218,38748,6807,32218,6807,38748,32218,6807,38748,118814,154834,48423,,,,,,,,,,,,,,,
2021-08-10,32026,32026,38113,38113,6732,6732,32026,38113,6732,32026,6732,38113,32026,6732,38113,62361,142879,49746,,,,,,,,,,,,,,,
2021-08-11,31839,31839,36699,36699,6792,6792,31839,36699,6792,31839,6792,36699,31839,6792,36699,44685,521459,110411,,,,,,,,,,,,,,,
2021-08-12,31696,31696,36054,36054,6826,6826,31696,36054,6826,31696,6826,36054,31696,6826,36054,61519,490801,65788,,,,,,,,,,,,,,,
2021-08-13,31391,31391,35439,35439,6702,6702,31391,35439,6702,31391,6702,35439,31391,6702,35439,82259,495152,49742,,,,,,,,,,,,,,,
2021-08-17,31091,31091,35156,35156,6612,6612,31091,35156,6612,31091,6612,35156,31091,6612,35156,93449,278028,73185,,,,,,,,,,,,,,,
2021-08-18,31307,31307,35618,35618,6777,6777,31307,35618,6777,31307,6777,35618,31307,6777,35618,109598,215517,95257,,,,,,,,,,,,,,,
2021-08-19,30603,30603,34536,34536,6493,6493,30603,34536,6493,30603,6493,34536,30603,6493,34536,80448,253470,82500,,,,,,,,,,,,,,,
2021-08-20,30323,30323,34130,34130,6393,6393,30323,34130,6393,30323,6393,34130,30323,6393,34130,171073,263073,92815,,,,,,,,,,,,,,,
2021-08-23,30628,30628,34502,34502,6548,6548,30628,34502,6548,30628,6548,34502,30628,6548,34502,666451,132739,88637,,,,,,,,,,,,,,,
2021-08-24,31091,31091,35464,35464,6787,6787,31091,35464,6787,31091,6787,35464,31091,6787,35464,254223,208251,89957,,,,,,,,,,,,,,,
2021-08-25,31160,31160,35394,35394,6856,6856,31160,35394,6856,31160,6856,35394,31160,6856,35394,249203,166266,51470,,,,,,,,,,,,,,,
2021-08-26,30943,30943,35419,35419,6916,6916,30943,35419,6916,30943,6916,35419,30943,6916,35419,73356,119468,62838,,,,,,,,,,,,,,,
2021-08-27,30953,30953,35345,35345,6966,6966,30953,35345,6966,30953,6966,35345,30953,6966,35345,11842,81984,30296,,,,,,,,,,,,,,,
2021-08-30,31155,31155,35419,35419,7056,7056,31155,35419,7056,31155,7056,35419,31155,7056,35419,18727,71356,71055,,,,,,,,,,,,,,,
2021-08-31,31617,31617,35816,35816,7090,7090,31617,35816,7090,31617,7090,35816,31617,7090,35816,17868,95310,49119,,,,,,,,,,,,,,,
2021-09-01,31731,31731,35950,35950,7095,7095,31731,35950,7095,31731,7095,35950,31731,7095,35950,17458,103938,64209,,,,,,,,,,,,,,,
2021-09-02,31425,31425,35687,35687,6916,6916,31425,35687,6916,31425,6916,35687,31425,6916,35687,37108,72925,26245,,,,,,,,,,,,,,,
2021-09-03,31617,31617,35891,35891,6896,6896,31617,35891,6896,31617,6896,35891,31617,6896,35891,9866,102394,27669,,,,,,,,,,,,,,,
2021-09-06,31681,31681,35776,35776,6871,6871,31681,35776,6871,31681,6871,35776,31681,6871,35776,24026,55121,36935,,,,,,,,,,,,,,,
2021-09-07,31485,31485,35454,35454,6821,6821,31485,35454,6821,31485,6821,35454,31485,6821,35454,13283,88291,53697,,,,,,,,,,,,,,,
2021-09-08,31307,31307,35315,35315,6787,6787,31307,35315,6787,31307,6787,35315,31307,6787,35315,10659,70414,38394,,,,,,,,,,,,,,,
2021-09-09,30761,30761,34685,34685,6672,6672,30761,34685,6672,30761,6672,34685,30761,6672,34685,36069,139971,38915,,,,,,,,,,,,,,,
2021-09-10,30973,30973,34953,34953,6727,6727,30973,34953,6727,30973,6727,34953,30973,6727,34953,57459,105117,72837,,,,,,,,,,,,,,,
2021-09-13,30982,30982,34645,34645,6722,6722,30982,34645,6722,30982,6722,34645,30982,6722,34645,69756,88092,67247,,,,,,,,,,,,,,,
2021-09-14,31101,31101,35008,35008,6866,6866,31101,35008,6866,31101,6866,35008,31101,6866,35008,69970,84861,251014,,,,,,,,,,,,,,,
2021-09-15,31155,31155,34933,34933,6851,6851,31155,34933,6851,31155,6851,34933,31155,6851,34933,83637,82332,61666,,,,,,,,,,,,,,,
2021-09-16,31002,31002,34472,34472,6792,6792,31002,34472,6792,31002,6792,34472,31002,6792,34472,56693,80917,38774,,,,,,,,,,,,,,,
2021-09-17,31110,31110,35017,35017,6836,6836,31110,35017,6836,31110,6836,35017,31110,6836,35017,34438,123961,114135,,,,,,,,,,,,,,,
2021-09-23,30953,30953,34397,34397,6966,6966,30953,34397,6966,30953,6966,34397,30953,6966,34397,87754,101357,85034,,,,,,,,,,,,,,,
2021-09-24,30953,30953,34209,34209,6911,6911,30953,34209,6911,30953,6911,34209,30953,6911,34209,37704,82546,33237,,,,,,,,,,,,,,,
2021-09-27,31037,31037,34045,34045,6941,6941,31037,34045,6941,31037,6941,34045,31037,6941,34045,470261,107078,59027,,,,,,,,,,,,,,,
2021-09-28,30594,30594,33167,33167,6856,6856,30594,33167,6856,30594,6856,33167,30594,6856,33167,444872,181593,60707,,,,,,,,,,,,,,,
2021-09-29,30352,30352,32517,32517,6712,6712,30352,32517,6712,30352,6712,32517,30352,6712,32517,498993,268603,49858,,,,,,,,,,,,,,,
2021-09-30,30421,30421,32641,32641,6622,6622,30421,32641,6622,30421,6622,32641,30421,6622,32641,125062,168594,22440,,,,,,,,,,,,,,,
2021-10-01,29875,29875,31947,31947,6473,6473,29875,31947,6473,29875,6473,31947,29875,6473,31947,49027,80795,162223,,,,,,,,,,,,,,,
2021-10-05,29388,29388,31411,31411,6393,6393,29388,31411,6393,29388,6393,31411,29388,6393,31411,82335,151303,200366,,,,,,,,,,,,,,,
2021-10-06,28866,28866,30632,30632,6164,6164,28866,30632,6164,28866,6164,30632,28866,6164,30632,156071,188784,272947,,,,,,,,,,,,,,,
2021-10-07,29358,29358,31322,31322,6329,6329,29358,31322,6329,29358,6329,31322,29358,6329,31322,72295,201515,101807,,,,,,,,,,,,,,,
2021-10-08,29333,29333,30801,30801,6189,6189,29333,30801,6189,29333,6189,30801,29333,6189,30801,29817,91699,44696,,,,,,,,,,,,,,,
2021-10-12,28940,28940,30349,30349,6124,6124,28940,30349,6124,28940,6124,30349,28940,6124,30349,19881,133567,34535,,,,,,,,,,,,,,,
2021-10-13,29215,29215,30449,30449,6194,6194,29215,30449,6194,29215,6194,30449,29215,6194,30449,34313,124243,22119,,,,,,,,,,,,,,,
2021-10-14,29555,29555,31272,31272,6244,6244,29555,31272,6244,29555,6244,31272,29555,6244,31272,7956,157071,81512,,,,,,,,,,,,,,,
2021-10-15,29899,29899,32106,32106,6274,6274,29899,32106,6274,29899,6274,32106,29899,6274,32106,146234,231883,142848,,,,,,,,,,,,,,,
2021-10-18,29786,29786,32111,32111,6164,6164,29786,32111,6164,29786,6164,32111,29786,6164,32111,15711,106022,31517,,,,,,,,,,,,,,,
2021-10-19,29978,29978,32200,32200,6174,6174,29978,32200,6174,29978,6174,32200,29978,6174,32200,71596,138872,42982,,,,,,,,,,,,,,,
2021-10-20,29831,29831,32076,32076,6114,6114,29831,32076,6114,29831,6114,32076,29831,6114,32076,59036,70965,102722,,,,,,,,,,,,,,,
2021-10-21,29821,29821,31699,31699,6124,6124,29821,31699,6124,29821,6124,31699,29821,6124,31699,340520,63564,81665,,,,,,,,,,,,,,,
2021-10-22,29742,29742,31917,31917,6060,6060,29742,31917,6060,29742,6060,31917,29742,6060,31917,8620,64584,36976,,,,,,,,,,,,,,,
2021-10-25,29875,29875,32190,32190,6184,6184,29875,32190,6184,29875,6184,32190,29875,6184,32190,6306,84849,187622,,,,,,,,,,,,,,,
2021-10-26,30200,30200,32765,32765,6194,6194,30200,32765,6194,30200,6194,32765,30200,6194,32765,11041,120346,83889,,,,,,,,,,,,,,,
2021-10-27,29944,29944,32656,32656,6035,6035,29944,32656,6035,29944,6035,32656,29944,6035,32656,277431,61530,190700,,,,,,,,,,,,,,,
2021-10-28,29845,29845,33802,33802,5975,5975,29845,33802,5975,29845,5975,33802,29845,5975,33802,36471,399617,84840,,,,,,,,,,,,,,,
2021-10-29,29402,29402,33271,33271,5885,5885,29402,33271,5885,29402,5885,33271,29402,5885,33271,19902,226848,59962,,,,,,,,,,,,,,,
2021-11-01,29545,29545,33435,33435,5910,5910,29545,33435,5910,29545,5910,33435,29545,5910,33435,225662,143855,123521,,,,,,,,,,,,,,,
2021-11-02,29836,29836,33757,33757,5980,5980,29836,33757,5980,29836,5980,33757,29836,5980,33757,12993,126605,85836,,,,,,,,,,,,,,,
2021-11-03,29422,29422,33336,33336,5860,5860,29422,33336,5860,29422,5860,33336,29422,5860,33336,95949,100798,42573,,,,,,,,,,,,,,,
2021-11-04,29575,29575,33395,33395,5865,5865,29575,33395,5865,29575,5865,33395,29575,5865,33395,54829,81514,106724,,,,,,,,,,,,,,,
2021-11-05,29456,29456,33594,33594,5826,5826,29456,33594,5826,29456,5826,33594,29456,5826,33594,16350,109828,46827,,,,,,,,,,,,,,,
2021-11-08,29358,29358,33549,33549,5920,5920,29358,33549,5920,29358,5920,33549,29358,5920,33549,16167,115058,88741,,,,,,,,,,,,,,,
2021-11-09,29388,29388,33519,33519,5870,5870,29388,33519,5870,29388,5870,33519,29388,5870,33519,93770,100628,86409,,,,,,,,,,,,,,,
2021-11-10,29068,29068,32929,32929,5811,5811,29068,32929,5811,29068,5811,32929,29068,5811,32929,19118,83624,168296,,,,,,,,,,,,,,,
2021-11-11,29122,29122,32835,32835,5761,5761,29122,32835,5761,29122,5761,32835,29122,5761,32835,79943,76057,27160,,,,,,,,,,,,,,,
2021-11-12,29447,29447,33554,33554,5826,5826,29447,33554,5826,29447,5826,33554,29447,5826,33554,105994,107999,59317,,,,,,,,,,,,,,,
2021-11-15,29688,29688,34774,34774,5870,5870,29688,34774,5870,29688,5870,34774,29688,5870,34774,29901,270474,74500,,,,,,,,,,,,,,,
2021-11-16,29648,29648,34764,34764,5816,5816,29648,34764,5816,29648,5816,34764,29648,5816,34764,65612,168939,114613,,,,,,,,,,,,,,,
2021-11-17,29338,29338,34670,34670,5666,5666,29338,34670,5666,29338,5666,34670,29338,5666,34670,46189,85495,67747,,,,,,,,,,,,,,,
2021-11-18,29230,29230,34675,34675,5592,5592,29230,34675,5592,29230,5592,34675,29230,5592,34675,5872,103944,26572,,,,,,,,,,,,,,,
2021-11-19,29452,29452,35886,35886,5631,5631,29452,35886,5631,29452,5631,35886,29452,5631,35886,75856,438230,64488,,,,,,,,,,,,,,,
2021-11-22,29890,29890,37488,37488,5621,5621,29890,37488,5621,29890,5621,37488,29890,5621,37488,263104,901102,64927,,,,,,,,,,,,,,,
2021-11-23,29693,29693,37160,37160,5567,5567,29693,37160,5567,29693,5567,37160,29693,5567,37160,58968,250855,76325,,,,,,,,,,,,,,,
2021-11-24,29653,29653,36555,36555,5537,5537,29653,36555,5537,29653,5537,36555,29653,5537,36555,11050,281768,19520,,,,,,,,,,,,,,,
2021-11-25,29565,29565,35985,35985,5467,5467,29565,35985,5467,29565,5467,35985,29565,5467,35985,170310,221052,31619,,,,,,,,,,,,,,,
2021-11-26,29077,29077,35514,35514,5308,5308,29077,35514,5308,29077,5308,35514,29077,5308,35514,121064,148410,76619,,,,,,,,,,,,,,,
2021-11-29,28871,28871,35062,35062,5248,5248,28871,35062,5248,28871,5248,35062,28871,5248,35062,26248,162058,129930,,,,,,,,,,,,,,,
2021-11-30,28191,28191,34209,34209,5139,5139,28191,34209,5139,28191,5139,34209,28191,5139,34209,114830,173581,44102,,,,,,,,,,,,,,,
2021-12-01,28689,28689,35251,35251,5313,5313,28689,35251,5313,28689,5313,35251,28689,5313,35251,152992,200658,37029,,,,,,,,,,,,,,,
2021-12-02,29181,29181,36441,36441,5472,5472,29181,36441,5472,29181,5472,36441,29181,5472,36441,142015,376396,82207,,,,,,,,,,,,,,,
2021-12-03,29397,29397,36570,36570,5567,5567,29397,36570,5567,29397,5567,36570,29397,5567,36570,147334,153891,148891,,,,,,,,,,,,,,,
2021-12-06,29511,29511,37051,37051,5646,5646,29511,37051,5646,29511,5646,37051,29511,5646,37051,123395,275996,93387,,,,,,,,,,,,,,,
2021-12-07,29673,29673,37592,37592,5726,5726,29673,37592,5726,29673,5726,37592,29673,5726,37592,127664,364731,108660,,,,,,,,,,,,,,,
2021-12-08,29786,29786,37106,37106,5731,5731,29786,37106,5731,29786,5731,37106,29786,5731,37106,384911,376854,133467,,,,,,,,,,,,,,,
2021-12-09,30219,30219,37250,37250,5801,5801,30219,37250,5801,30219,5801,37250,30219,5801,37250,127257,123407,31495,,,,,,,,,,,,,,,
2021-12-10,29870,29870,36620,36620,5776,5776,29870,36620,5776,29870,5776,36620,29870,5776,36620,137829,134867,44287,,,,,,,,,,,,,,,
2021-12-13,29703,29703,37002,37002,5796,5796,29703,37002,5796,29703,5796,37002,29703,5796,37002,273648,181073,45440,,,,,,,,,,,,,,,
2021-12-14,29481,29481,36793,36793,5746,5746,29481,36793,5746,29481,5746,36793,29481,5746,36793,192938,85086,46879,,,,,,,,,,,,,,,
2021-12-15,29663,29663,36992,36992,5666,5666,29663,36992,5666,29663,5666,36992,29663,5666,36992,195992,77458,30590,,,,,,,,,,,,,,,
2021-12-16,29821,29821,37364,37364,5756,5756,29821,37364,5756,29821,5756,37364,29821,5756,37364,283788,137864,38903,,,,,,,,,,,,,,,
2021-12-17,29885,29885,36848,36848,5870,5870,29885,36848,5870,29885,5870,36848,29885,5870,36848,114742,131983,81145,,,,,,,,,,,,,,,
2021-12-20,29407,29407,36555,36555,5696,5696,29407,36555,5696,29407,5696,36555,29407,5696,36555,70787,120333,31250,,,,,,,,,,,,,,,
2021-12-21,29525,29525,37488,37488,5746,5746,29525,37488,5746,29525,5746,37488,29525,5746,37488,98052,323107,48543,,,,,,,,,,,,,,,
2021-12-22,29589,29589,37771,37771,5756,5756,29589,37771,5756,29589,5756,37771,29589,5756,37771,118917,135637,36745,,,,,,,,,,,,,,,
2021-12-23,29688,29688,38455,38455,5731,5731,29688,38455,5731,29688,5731,38455,29688,5731,38455,10262,292816,80599,,,,,,,,,,,,,,,
2021-12-24,29895,29895,38396,38396,5716,5716,29895,38396,5716,29895,5716,38396,29895,5716,38396,236772,141832,21246,,,,,,,,,,,,,,,
2021-12-27,29767,29767,38272,38272,5636,5636,29767,38272,5636,29767,5636,38272,29767,5636,38272,24559,178185,56860,,,,,,,,,,,,,,,
2021-12-28,29973,29973,38812,38812,5661,5661,29973,38812,5661,29973,5661,38812,29973,5661,38812,155589,209181,36113,,,,,,,,,,,,,,,
2021-12-29,30072,30072,38763,38763,5846,5846,30072,38763,5846,30072,5846,38763,30072,5846,38763,124557,243997,62078,,,,,,,,,,,,,,,
2021-12-30,29855,29855,39393,39393,5746,5746,29855,39393,5746,29855,5746,39393,29855,5746,39393,167021,286544,82498,,,,,,,,,,,,,,,
2022-01-03,30023,30023,39690,39690,5836,5836,30023,39690,5836,30023,5836,39690,30023,5836,39690,581554,515342,45285,,,,,,,,,,,,,,,
2022-01-04,30013,30013,39388,39388,5786,5786,30013,39388,5786,30013,5786,39388,30013,5786,39388,26757,194950,36710,,,,,,,,,,,,,,,
2022-01-05,29599,29599,38277,38277,5741,5741,29599,38277,5741,29599,5741,38277,29599,5741,38277,126405,263038,27612,,,,,,,,,,,,,,,
2022-01-06,29333,29333,37369,37369,5721,5721,29333,37369,5721,29333,5721,37369,29333,5721,37369,248290,262189,68341,,,,,,,,,,,,,,,
2022-01-07,29629,29629,38197,38197,5761,5761,29629,38197,5761,29629,5761,38197,29629,5761,38197,423680,180702,19366,,,,,,,,,,,,,,,
2022-01-10,29338,29338,37374,37374,5716,5716,29338,37374,5716,29338,5716,37374,29338,5716,37374,227322,121970,12915,,,,,,,,,,,,,,,
2022-01-11,29338,29338,37493,37493,5641,5641,29338,37493,5641,29338,5641,37493,29338,5641,37493,292276,104063,20294,,,,,,,,,,,,,,,
2022-01-12,29791,29791,38282,38282,5696,5696,29791,38282,5696,29791,5696,38282,29791,5696,38282,153561,165835,47667,,,,,,,,,,,,,,,
2022-01-13,29767,29767,38346,38346,5686,5686,29767,38346,5686,29767,5686,38346,29767,5686,38346,149349,134854,65300,,,,,,,,,,,,,,,
2022-01-14,29368,29368,38540,38540,5621,5621,29368,38540,5621,29368,5621,38540,29368,5621,38540,112801,177083,11335,,,,,,,,,,,,,,,
2022-01-17,29053,29053,38594,38594,5517,5517,29053,38594,5517,29053,5517,38594,29053,5517,38594,360488,124547,63776,,,,,,,,,,,,,,,
2022-01-18,28802,28802,38316,38316,5427,5427,28802,38316,5427,28802,5427,38316,28802,5427,38316,82541,125649,125853,,,,,,,,,,,,,,,
2022-01-19,28595,28595,37771,37771,5378,5378,28595,37771,5378,28595,5378,37771,28595,5378,37771,342584,161127,65120,,,,,,,,,,,,,,,
2022-01-20,28836,28836,38202,38202,5432,5432,28836,38202,5432,28836,5432,38202,28836,5432,38202,73273,103501,5574,,,,,,,,,,,,,,,
2022-01-21,28506,28506,36620,36620,5402,5402,28506,36620,5402,28506,5402,36620,28506,5402,36620,60099,352825,14846,,,,,,,,,,,,,,,
2022-01-24,28088,28088,36511,36511,5263,5263,28088,36511,5263,28088,5263,36511,28088,5263,36511,408556,150415,28200,,,,,,,,,,,,,,,
2022-01-25,27384,27384,36188,36188,5089,5089,27384,36188,5089,27384,5089,36188,27384,5089,36188,391871,229654,61500,,,,,,,,,,,,,,,
2022-01-26,27335,27335,35538,35538,5139,5139,27335,35538,5139,27335,5139,35538,27335,5139,35538,253705,139726,63511,,,,,,,,,,,,,,,
2022-01-27,26434,26434,34526,34526,5039,5039,26434,34526,5039,26434,5039,34526,26434,5039,34526,556572,188982,39783,,,,,,,,,,,,,,,
2022-01-28,26921,26921,36029,36029,5198,5198,26921,36029,5198,26921,5198,36029,26921,5198,36029,476271,235843,55296,,,,,,,,,,,,,,,
2022-02-03,27419,27419,36089,36089,5298,5298,27419,36089,5298,27419,5298,36089,27419,5298,36089,171489,175145,41644,,,,,,,,,,,,,,,
2022-02-04,27645,27645,36402,36402,5517,5517,27645,36402,5517,27645,5517,36402,27645,5517,36402,206065,97824,74027,,,,,,,,,,,,,,,
2022-02-07,27665,27665,35608,35608,5537,5537,27665,35608,5537,27665,5537,35608,27665,5537,35608,103602,176942,62126,,,,,,,,,,,,,,,
2022-02-08,27596,27596,35206,35206,5626,5626,27596,35206,5626,27596,5626,35206,27596,5626,35206,403852,94620,86870,,,,,,,,,,,,,,,
2022-02-09,27837,27837,35712,35712,5716,5716,27837,35712,5716,27837,5716,35712,27837,5716,35712,117790,59656,100123,,,,,,,,,,,,,,,
2022-02-10,27896,27896,36039,36039,5776,5776,27896,36039,5776,27896,5776,36039,27896,5776,36039,31556,122684,104067,,,,,,,,,,,,,,,
2022-02-11,27615,27615,35439,35439,5741,5741,27615,35439,5741,27615,5741,35439,27615,5741,35439,133555,101924,71385,,,,,,,,,,,,,,,
2022-02-14,27291,27291,34556,34556,5711,5711,27291,34556,5711,27291,5711,34556,27291,5711,34556,62145,125925,74681,,,,,,,,,,,,,,,
2022-02-15,27015,27015,34120,34120,5656,5656,27015,34120,5656,27015,5656,34120,27015,5656,34120,231302,100243,46212,,,,,,,,,,,,,,,
2022-02-16,27537,27537,35469,35469,5761,5761,27537,35469,5761,27537,5761,35469,27537,5761,35469,171142,149523,69855,,,,,,,,,,,,,,,
2022-02-17,27679,27679,35509,35509,5806,5806,27679,35509,5806,27679,5806,35509,27679,5806,35509,205527,194572,185595,,,,,,,,,,,,,,,
2022-02-18,27630,27630,35638,35638,5900,5900,27630,35638,5900,27630,5900,35638,27630,5900,35638,166586,108001,187031,,,,,,,,,,,,,,,
2022-02-21,27655,27655,35360,35360,5930,5930,27655,35360,5930,27655,5930,35360,27655,5930,35360,102095,93374,299454,,,,,,,,,,,,,,,
2022-02-22,27286,27286,34750,34750,5890,5890,27286,34750,5890,27286,5890,34750,27286,5890,34750,68739,154200,231735,,,,,,,,,,,,,,,
2022-02-23,27433,27433,35176,35176,5935,5935,27433,35176,5935,27433,5935,35176,27433,5935,35176,108763,206415,135417,,,,,,,,,,,,,,,
2022-02-24,26724,26724,34090,34090,5801,5801,26724,34090,5801,26724,5801,34090,26724,5801,34090,205779,251193,134283,,,,,,,,,,,,,,,
2022-02-25,27010,27010,34854,34854,5811,5811,27010,34854,5811,27010,5811,34854,27010,5811,34854,131589,188271,65125,,,,,,,,,,,,,,,
2022-02-28,27212,27212,35037,35037,5811,5811,27212,35037,5811,27212,5811,35037,27212,5811,35037,130145,117033,76007,,,,,,,,,,,,,,,
2022-03-02,27256,27256,35380,35380,5821,5821,27256,35380,5821,27256,5821,35380,27256,5821,35380,42607,117132,140072,,,,,,,,,,,,,,,
2022-03-03,27704,27704,36144,36144,5930,5930,27704,36144,5930,27704,5930,36144,27704,5930,36144,49001,146900,148797,,,,,,,,,,,,,,,
2022-03-04,27355,27355,35573,35573,6065,6065,27355,35573,6065,27355,6065,35573,27355,6065,35573,216529,142187,374031,,,,,,,,,,,,,,,
2022-03-07,26764,26764,34516,34516,5856,5856,26764,34516,5856,26764,5856,34516,26764,5856,34516,219954,155303,123662,,,,,,,,,,,,,,,
2022-03-08,26434,26434,33886,33886,5816,5816,26434,33886,5816,26434,5816,33886,26434,5816,33886,87353,123639,89385,,,,,,,,,,,,,,,
2022-03-10,27059,27059,34750,34750,5905,5905,27059,34750,5905,27059,5905,34750,27059,5905,34750,134472,85148,105383,,,,,,,,,,,,,,,
2022-03-11,26798,26798,34432,34432,6000,6000,26798,34432,6000,26798,6000,34432,26798,6000,34432,46275,90517,104637,,,,,,,,,,,,,,,
2022-03-14,26680,26680,33609,33609,6055,6055,26680,33609,6055,26680,6055,33609,26680,6055,33609,38053,144933,157052,,,,,,,,,,,,,,,
2022-03-15,26464,26464,33301,33301,5955,5955,26464,33301,5955,26464,5955,33301,26464,5955,33301,416886,93960,122123,,,,,,,,,,,,,,,
2022-03-16,26774,26774,34348,34348,6134,6134,26774,34348,6134,26774,6134,34348,26774,6134,34348,39204,138445,298239,,,,,,,,,,,,,,,
2022-03-17,27118,27118,35380,35380,6139,6139,27118,35380,6139,27118,6139,35380,27118,6139,35380,153084,226480,204537,,,,,,,,,,,,,,,
2022-03-18,27325,27325,35772,35772,6274,6274,27325,35772,6274,27325,6274,35772,27325,6274,35772,57067,270816,240963,,,,,,,,,,,,,,,
2022-03-21,27054,27054,35697,35697,6229,6229,27054,35697,6229,27054,6229,35697,27054,6229,35697,120667,194635,466115,,,,,,,,,,,,,,,
2022-03-22,27350,27350,36153,36153,6194,6194,27350,36153,6194,27350,6194,36153,27350,6194,36153,39958,192529,226457,,,,,,,,,,,,,,,
2022-03-23,27537,27537,36273,36273,6189,6189,27537,36273,6189,27537,6189,36273,27537,6189,36273,69079,194396,71339,,,,,,,,,,,,,,,
2022-03-24,27542,27542,36416,36416,6279,6279,27542,36416,6279,27542,6279,36416,27542,6279,36416,87435,150047,83854,,,,,,,,,,,,,,,
2022-03-25,27527,27527,36471,36471,6184,6184,27527,36471,6184,27527,6184,36471,27527,6184,36471,12596,207363,105093,,,,,,,,,,,,,,,
2022-03-28,27473,27473,36496,36496,6119,6119,27473,36496,6119,27473,6119,36496,27473,6119,36496,226213,184530,85295,,,,,,,,,,,,,,,
2022-03-29,27576,27576,36774,36774,6189,6189,27576,36774,6189,27576,6189,36774,27576,6189,36774,186537,168352,89006,,,,,,,,,,,,,,,
2022-03-30,27694,27694,36858,36858,6219,6219,27694,36858,6219,27694,6219,36858,27694,6219,36858,284238,269505,43861,,,,,,,,,,,,,,,
2022-03-31,27802,27802,36625,36625,6219,6219,27802,36625,6219,27802,6219,36625,27802,6219,36625,71416,133086,86059,,,,,,,,,,,,,,,
2022-04-01,27625,27625,36084,36084,6254,6254,27625,36084,6254,27625,6254,36084,27625,6254,36084,87958,166692,238575,,,,,,,,,,,,,,,
2022-04-04,27842,27842,36178,36178,6294,6294,27842,36178,6294,27842,6294,36178,27842,6294,36178,77974,134708,158965,,,,,,,,,,,,,,,
2022-04-05,27817,27817,36317,36317,6274,6274,27817,36317,6274,27817,6274,36317,27817,6274,36317,93133,148791,152745,,,,,,,,,,,,,,,
2022-04-06,27576,27576,35399,35399,6269,6269,27576,35399,6269,27576,6269,35399,27576,6269,35399,136110,217478,60918,,,,,,,,,,,,,,,
2022-04-07,27231,27231,35385,35385,6149,6149,27231,35385,6149,27231,6149,35385,27231,6149,35385,126393,159085,56609,,,,,,,,,,,,,,,
2022-04-08,27241,27241,35474,35474,6149,6149,27241,35474,6149,27241,6149,35474,27241,6149,35474,40114,191252,69521,,,,,,,,,,,,,,,
2022-04-11,27187,27187,35032,35032,6100,6100,27187,35032,6100,27187,6100,35032,27187,6100,35032,92272,124273,64723,,,,,,,,,,,,,,,
2022-04-12,26941,26941,35052,35052,6129,6129,26941,35052,6129,26941,6129,35052,26941,6129,35052,73474,156669,95498,,,,,,,,,,,,,,,
2022-04-13,27384,27384,35633,35633,6204,6204,27384,35633,6204,27384,6204,35633,27384,6204,35633,111302,110480,55354,,,,,,,,,,,,,,,
2022-04-14,27394,27394,35479,35479,6184,6184,27394,35479,6184,27394,6184,35479,27394,6184,35479,90843,93185,65417,,,,,,,,,,,,,,,
2022-04-15,27202,27202,35171,35171,6179,6179,27202,35171,6179,27202,6179,35171,27202,6179,35171,26603,84724,34296,,,,,,,,,,,,,,,
2022-04-18,27153,27153,35355,35355,6149,6149,27153,35355,6149,27153,6149,35355,27153,6149,35355,70204,131564,50660,,,,,,,,,,,,,,,
2022-04-19,27419,27419,36545,36545,6174,6174,27419,36545,6174,27419,6174,36545,27419,6174,36545,93891,211733,168205,,,,,,,,,,,,,,,
2022-04-20,27414,27414,36535,36535,6174,6174,27414,36535,6174,27414,6174,36535,27414,6174,36535,40898,180014,70364,,,,,,,,,,,,,,,
2022-04-21,27517,27517,36838,36838,6209,6209,27517,36838,6209,27517,6209,36838,27517,6209,36838,1317302,184799,30311,,,,,,,,,,,,,,,
